x, y, z, r, 
958, 747, 29.24038303442689, 13 
558, 747, 28.26658805020514, 15 
3, 739, 30.397368307141328, 10 
758, 743, 22.24859546128699, 23 
1014, 733, 26.457513110645905, 18 
905, 727, 29.664793948382652, 12 
837, 738, 22.24859546128699, 23 
684, 732, 23.2379000772445, 22 
407, 736, 15.491933384829668, 28 
281, 730, 21.166010488516726, 24 
206, 732, 13.527749258468683, 29 
340, 713, 28.77498913987632, 14 
614, 716, 24.979991993593593, 20 
492, 720, 23.2379000772445, 22 
124, 708, 17.175564037317667, 27 
552, 689, 28.77498913987632, 14 
46, 691, 18.65475810617763, 26 
961, 680, 19.974984355438178, 25 
1022, 662, 29.664793948382652, 12 
800, 672, 21.166010488516726, 24 
373, 665, 27.712812921102035, 16 
241, 667, 25.748786379167466, 19 
881, 666, 22.24859546128699, 23 
647, 661, 23.2379000772445, 22 
725, 668, 19.974984355438178, 25 
302, 648, 17.175564037317667, 27 
488, 639, 18.65475810617763, 26 
97, 631, 26.457513110645905, 18 
928, 614, 28.77498913987632, 14 
572, 623, 17.175564037317667, 27 
410, 614, 25.748786379167466, 19 
32, 614, 24.979991993593593, 20 
996, 604, 24.979991993593593, 20 
706, 597, 27.712812921102035, 16 
772, 598, 24.979991993593593, 20 
353, 597, 24.979991993593593, 20 
850, 597, 17.175564037317667, 27 
628, 597, 7.937253933193772, 31 
236, 585, 17.175564037317667, 27 
138, 574, 25.748786379167466, 19 
73, 569, 30.04995840263344, 11 
533, 573, 25.748786379167466, 19 
304, 567, 24.145392935299274, 21 
460, 563, 24.145392935299274, 21 
944, 551, 24.145392935299274, 21 
383, 545, 18.65475810617763, 26 
668, 538, 25.748786379167466, 19 
806, 536, 24.979991993593593, 20 
589, 540, 18.65475810617763, 26 
876, 527, 24.979991993593593, 20 
184, 524, 26.457513110645905, 18 
1013, 530, 18.65475810617763, 26 
733, 528, 22.24859546128699, 23 
112, 515, 23.2379000772445, 22 
521, 506, 25.748786379167466, 19 
333, 511, 17.175564037317667, 27 
23, 513, 11.135528725660043, 30 
254, 505, 13.527749258468683, 29 
447, 490, 22.24859546128699, 23 
1022, 466, 31.85906464414798, 3 
895, 468, 29.24038303442689, 13 
964, 471, 24.979991993593593, 20 
824, 471, 18.65475810617763, 26 
585, 468, 24.979991993593593, 20 
669, 471, 17.175564037317667, 27 
750, 457, 24.979991993593593, 20 
158, 451, 19.974984355438178, 25 
380, 448, 7.937253933193772, 31 
298, 439, 22.24859546128699, 23 
225, 435, 25.748786379167466, 19 
68, 437, 7.937253933193772, 31 
449, 426, 27.110883423451916, 17 
519, 427, 11.135528725660043, 30 
623, 410, 28.26658805020514, 15 
924, 410, 26.457513110645905, 18 
1, 402, 27.712812921102035, 16 
998, 408, 18.65475810617763, 26 
853, 407, 18.65475810617763, 26 
699, 398, 18.65475810617763, 26 
778, 391, 24.145392935299274, 21 
411, 374, 27.712812921102035, 16 
475, 372, 28.26658805020514, 15 
337, 379, 21.166010488516726, 24 
264, 373, 25.748786379167466, 19 
99, 381, 13.527749258468683, 29 
576, 367, 26.457513110645905, 18 
183, 369, 17.175564037317667, 27 
1021, 343, 30.397368307141328, 10 
642, 344, 21.166010488516726, 24 
873, 344, 15.491933384829668, 28 
956, 339, 19.974984355438178, 25 
523, 329, 27.110883423451916, 17 
723, 333, 13.527749258468683, 29 
22, 329, 13.527749258468683, 29 
800, 318, 27.110883423451916, 17 
381, 314, 11.135528725660043, 30 
239, 309, 21.166010488516726, 24 
588, 298, 26.457513110645905, 18 
93, 301, 18.65475810617763, 26 
456, 301, 17.175564037317667, 27 
307, 304, 18.65475810617763, 26 
921, 280, 28.77498913987632, 14 
858, 274, 24.979991993593593, 20 
157, 284, 11.135528725660043, 30 
1000, 278, 13.527749258468683, 29 
660, 272, 21.166010488516726, 24 
739, 266, 17.175564037317667, 27 
19, 255, 24.145392935299274, 21 
414, 250, 28.26658805020514, 15 
528, 257, 19.974984355438178, 25 
355, 237, 23.2379000772445, 22 
948, 225, 27.712812921102035, 16 
292, 228, 25.748786379167466, 19 
811, 232, 21.166010488516726, 24 
84, 224, 22.24859546128699, 23 
222, 227, 13.527749258468683, 29 
600, 221, 19.974984355438178, 25 
885, 212, 24.979991993593593, 20 
148, 204, 26.457513110645905, 18 
463, 211, 18.65475810617763, 26 
1008, 197, 24.979991993593593, 20 
680, 195, 0.0, 32 
18, 181, 25.748786379167466, 19 
760, 184, 22.24859546128699, 23 
536, 179, 24.145392935299274, 21 
829, 162, 26.457513110645905, 18 
397, 172, 7.937253933193772, 31 
328, 161, 19.974984355438178, 25 
261, 157, 23.2379000772445, 22 
606, 151, 24.979991993593593, 20 
483, 143, 27.110883423451916, 17 
938, 153, 11.135528725660043, 30 
186, 141, 11.135528725660043, 30 
1014, 129, 27.712812921102035, 16 
668, 113, 28.77498913987632, 14 
546, 108, 27.712812921102035, 16 
421, 113, 23.2379000772445, 22 
880, 109, 19.974984355438178, 25 
813, 98, 28.77498913987632, 14 
14, 106, 19.974984355438178, 25 
293, 96, 27.712812921102035, 16 
744, 104, 11.135528725660043, 30 
605, 86, 27.110883423451916, 17 
355, 87, 24.145392935299274, 21 
484, 79, 24.145392935299274, 21 
238, 74, 24.145392935299274, 21 
707, 51, 30.983866769659336, 8 
973, 73, 15.491933384829668, 28 
157, 66, 11.135528725660043, 30 
909, 44, 27.712812921102035, 16 
846, 41, 27.712812921102035, 16 
546, 44, 23.2379000772445, 22 
652, 42, 18.65475810617763, 26 
417, 43, 18.65475810617763, 26 
11, 35, 21.166010488516726, 24 
771, 37, 11.135528725660043, 30 
1019, 19, 25.748786379167466, 19 
957, 2, 26.457513110645905, 18 
883, 1, 31.606961258558215, 5 
702, 7, 26.457513110645905, 18 
597, 2, 29.24038303442689, 13 
480, 12, 25.748786379167466, 19 
360, 1, 29.24038303442689, 13 
293, 23, 0.0, 32 
213, 5, 27.110883423451916, 17 
142, 1, 31.937438845342623, 2 
77, 32, 0.0, 32 
